actor1,actor2,orderprod,film_id,ratings,id,title, budget , revenue ,profit,genres,original_language,overview,production_companies,production_countries,USA,release_date,runtime,spoken_languages,status,tagline,popularity,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
Alexander England,Toby Blome,6,tt0441881,6.8,508664,Danger Close," 23,934,823 "," 2,078,370 ",-21856453,War|Action|Drama|History,en,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",Red Dune Films|Full Clip Productions|Deeper Water Films|Sunjive Studios|THN Nominees|Hoosegow Productions|Ingenious Media,Australia|United Kingdom,0,8/8/2019,119,English|Vietnamese,Released,Outnumbered. Outgunned. Never out of courage,56.805,6.4,102,7,2,2
Alexander England,Aaron Glenane,12,tt0441881,6.8,508664,Danger Close," 23,934,823 "," 2,078,370 ",-21856453,War|Action|Drama|History,en,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",Red Dune Films|Full Clip Productions|Deeper Water Films|Sunjive Studios|THN Nominees|Hoosegow Productions|Ingenious Media,Australia|United Kingdom,0,8/8/2019,119,English|Vietnamese,Released,Outnumbered. Outgunned. Never out of courage,56.805,6.4,102,7,2,2
Aaron Glenane,Toby Blome,8,tt0441881,6.8,508664,Danger Close," 23,934,823 "," 2,078,370 ",-21856453,War|Action|Drama|History,en,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",Red Dune Films|Full Clip Productions|Deeper Water Films|Sunjive Studios|THN Nominees|Hoosegow Productions|Ingenious Media,Australia|United Kingdom,0,8/8/2019,119,English|Vietnamese,Released,Outnumbered. Outgunned. Never out of courage,56.805,6.4,102,7,2,2
Travis Fimmel,Alexander England,3,tt0441881,6.8,508664,Danger Close," 23,934,823 "," 2,078,370 ",-21856453,War|Action|Drama|History,en,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",Red Dune Films|Full Clip Productions|Deeper Water Films|Sunjive Studios|THN Nominees|Hoosegow Productions|Ingenious Media,Australia|United Kingdom,0,8/8/2019,119,English|Vietnamese,Released,Outnumbered. Outgunned. Never out of courage,56.805,6.4,102,7,2,2
Travis Fimmel,Toby Blome,2,tt0441881,6.8,508664,Danger Close," 23,934,823 "," 2,078,370 ",-21856453,War|Action|Drama|History,en,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",Red Dune Films|Full Clip Productions|Deeper Water Films|Sunjive Studios|THN Nominees|Hoosegow Productions|Ingenious Media,Australia|United Kingdom,0,8/8/2019,119,English|Vietnamese,Released,Outnumbered. Outgunned. Never out of courage,56.805,6.4,102,7,2,2
Travis Fimmel,Aaron Glenane,4,tt0441881,6.8,508664,Danger Close," 23,934,823 "," 2,078,370 ",-21856453,War|Action|Drama|History,en,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",Red Dune Films|Full Clip Productions|Deeper Water Films|Sunjive Studios|THN Nominees|Hoosegow Productions|Ingenious Media,Australia|United Kingdom,0,8/8/2019,119,English|Vietnamese,Released,Outnumbered. Outgunned. Never out of courage,56.805,6.4,102,7,2,2
Ashley Judd,Edward James Olmos,3,tt7616798,6.7,508763,A Dog's Way Home," 18,000,000 "," 17,643,857 ",-356143,Drama|Adventure|Family,en,"A Dog’s Way Home chronicles the heartwarming adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",Bona Film Group|Pariah|Columbia Pictures|Sony Pictures,United States of America,1,1/10/2019,96,English,Released,A lot can happen between lost and found.,60.53,7,560,4,1,1
Edward James Olmos,Jonah Hauer-King,6,tt7616798,6.7,508763,A Dog's Way Home," 18,000,000 "," 17,643,857 ",-356143,Drama|Adventure|Family,en,"A Dog’s Way Home chronicles the heartwarming adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",Bona Film Group|Pariah|Columbia Pictures|Sony Pictures,United States of America,1,1/10/2019,96,English,Released,A lot can happen between lost and found.,60.53,7,560,4,1,1
Ashley Judd,Jonah Hauer-King,2,tt7616798,6.7,508763,A Dog's Way Home," 18,000,000 "," 17,643,857 ",-356143,Drama|Adventure|Family,en,"A Dog’s Way Home chronicles the heartwarming adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",Bona Film Group|Pariah|Columbia Pictures|Sony Pictures,United States of America,1,1/10/2019,96,English,Released,A lot can happen between lost and found.,60.53,7,560,4,1,1
Edward James Olmos,Alexandra Shipp,12,tt7616798,6.7,508763,A Dog's Way Home," 18,000,000 "," 17,643,857 ",-356143,Drama|Adventure|Family,en,"A Dog’s Way Home chronicles the heartwarming adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",Bona Film Group|Pariah|Columbia Pictures|Sony Pictures,United States of America,1,1/10/2019,96,English,Released,A lot can happen between lost and found.,60.53,7,560,4,1,1
Ashley Judd,Alexandra Shipp,4,tt7616798,6.7,508763,A Dog's Way Home," 18,000,000 "," 17,643,857 ",-356143,Drama|Adventure|Family,en,"A Dog’s Way Home chronicles the heartwarming adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",Bona Film Group|Pariah|Columbia Pictures|Sony Pictures,United States of America,1,1/10/2019,96,English,Released,A lot can happen between lost and found.,60.53,7,560,4,1,1
Alexandra Shipp,Jonah Hauer-King,8,tt7616798,6.7,508763,A Dog's Way Home," 18,000,000 "," 17,643,857 ",-356143,Drama|Adventure|Family,en,"A Dog’s Way Home chronicles the heartwarming adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",Bona Film Group|Pariah|Columbia Pictures|Sony Pictures,United States of America,1,1/10/2019,96,English,Released,A lot can happen between lost and found.,60.53,7,560,4,1,1
John Travolta,Devon Sawa,2,tt7869070,4.2,509853,The Fanatic," 18,000,000 "," 3,153 ",-17996847,Thriller|Crime,en,A rabid film fan stalks his favorite action hero and destroys the star's life.,Daniel Grodnik Productions|Fig Production Group|Media Finance Capital|Pretzel Fang Productions|Wonderfilm Media|Oscar Generale Productions,United States of America,1,8/30/2019,88,English,Released,All he wanted was an autograph.,51.705,4.5,125,6,1,1
Devon Sawa,Jacob Grodnik,8,tt7869070,4.2,509853,The Fanatic," 18,000,000 "," 3,153 ",-17996847,Thriller|Crime,en,A rabid film fan stalks his favorite action hero and destroys the star's life.,Daniel Grodnik Productions|Fig Production Group|Media Finance Capital|Pretzel Fang Productions|Wonderfilm Media|Oscar Generale Productions,United States of America,1,8/30/2019,88,English,Released,All he wanted was an autograph.,51.705,4.5,125,6,1,1
John Travolta,Jacob Grodnik,4,tt7869070,4.2,509853,The Fanatic," 18,000,000 "," 3,153 ",-17996847,Thriller|Crime,en,A rabid film fan stalks his favorite action hero and destroys the star's life.,Daniel Grodnik Productions|Fig Production Group|Media Finance Capital|Pretzel Fang Productions|Wonderfilm Media|Oscar Generale Productions,United States of America,1,8/30/2019,88,English,Released,All he wanted was an autograph.,51.705,4.5,125,6,1,1
