actor1,actor2,orderprod,film_id,ratings,id,title, budget , revenue ,profit,genres,original_language,overview,production_companies,production_countries,USA,release_date,runtime,spoken_languages,status,tagline,popularity,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
Brendan Gleeson,Cillian Murphy,6,tt1390411,6.9,205775,In the Heart of the Sea," 100,000,000 "," 93,820,758 ",-6179242,Thriller|Drama|Adventure|Action|History,en,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",Imagine Entertainment,United States of America,1,20/11/2015,122,English,Released,Based on the incredible true story that inspired Moby Dick,3.805657,6.5,1197,8,1,1
Brendan Gleeson,Chris Hemsworth,3,tt1390411,6.9,205775,In the Heart of the Sea," 100,000,000 "," 93,820,758 ",-6179242,Thriller|Drama|Adventure|Action|History,en,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",Imagine Entertainment,United States of America,1,20/11/2015,122,English,Released,Based on the incredible true story that inspired Moby Dick,3.805657,6.5,1197,8,1,1
Brendan Gleeson,Ben Whishaw,12,tt1390411,6.9,205775,In the Heart of the Sea," 100,000,000 "," 93,820,758 ",-6179242,Thriller|Drama|Adventure|Action|History,en,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",Imagine Entertainment,United States of America,1,20/11/2015,122,English,Released,Based on the incredible true story that inspired Moby Dick,3.805657,6.5,1197,8,1,1
Ralph Fiennes,Christoph Waltz,8,tt2379713,6.8,206647,Spectre," 245,000,000 "," 880,674,609 ",635674609,Action|Adventure|Crime,en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Columbia Pictures,United Kingdom,0,26/10/2015,148,Français,Released,A Plan No One Escapes,8.716661,6.3,4226,3,2,5
Ralph Fiennes,Daniel Craig,4,tt2379713,6.8,206647,Spectre," 245,000,000 "," 880,674,609 ",635674609,Action|Adventure|Crime,en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Columbia Pictures,United Kingdom,0,26/10/2015,148,Français,Released,A Plan No One Escapes,8.716661,6.3,4226,3,2,5
Ralph Fiennes,Léa Seydoux,12,tt2379713,6.8,206647,Spectre," 245,000,000 "," 880,674,609 ",635674609,Action|Adventure|Crime,en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Columbia Pictures,United Kingdom,0,26/10/2015,148,Français,Released,A Plan No One Escapes,8.716661,6.3,4226,3,2,5
Christoph Waltz,Léa Seydoux,6,tt2379713,6.8,206647,Spectre," 245,000,000 "," 880,674,609 ",635674609,Action|Adventure|Crime,en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Columbia Pictures,United Kingdom,0,26/10/2015,148,Français,Released,A Plan No One Escapes,8.716661,6.3,4226,3,2,5
Daniel Craig,Christoph Waltz,2,tt2379713,6.8,206647,Spectre," 245,000,000 "," 880,674,609 ",635674609,Action|Adventure|Crime,en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Columbia Pictures,United Kingdom,0,26/10/2015,148,Français,Released,A Plan No One Escapes,8.716661,6.3,4226,3,2,5
Daniel Craig,Léa Seydoux,3,tt2379713,6.8,206647,Spectre," 245,000,000 "," 880,674,609 ",635674609,Action|Adventure|Crime,en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Columbia Pictures,United Kingdom,0,26/10/2015,148,Français,Released,A Plan No One Escapes,8.716661,6.3,4226,3,2,5
Tom Hanks,Ben Foster,4,tt3062096,6.2,207932,Inferno," 75,000,000 "," 220,021,259 ",145021259,Thriller,en,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",Columbia Pictures,Hungary,0,13/10/2016,121,English,Released,His greatest challenge. Humanity's last hope.,9.041901,5.7,2023,5,2,1
Tom Hanks,Irrfan Khan,3,tt3062096,6.2,207932,Inferno," 75,000,000 "," 220,021,259 ",145021259,Thriller,en,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",Columbia Pictures,Hungary,0,13/10/2016,121,English,Released,His greatest challenge. Humanity's last hope.,9.041901,5.7,2023,5,2,1
Tom Hanks,Felicity Jones,2,tt3062096,6.2,207932,Inferno," 75,000,000 "," 220,021,259 ",145021259,Thriller,en,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",Columbia Pictures,Hungary,0,13/10/2016,121,English,Released,His greatest challenge. Humanity's last hope.,9.041901,5.7,2023,5,2,1
Ben Foster,Irrfan Khan,12,tt3062096,6.2,207932,Inferno," 75,000,000 "," 220,021,259 ",145021259,Thriller,en,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",Columbia Pictures,Hungary,0,13/10/2016,121,English,Released,His greatest challenge. Humanity's last hope.,9.041901,5.7,2023,5,2,1
Ben Foster,Felicity Jones,8,tt3062096,6.2,207932,Inferno," 75,000,000 "," 220,021,259 ",145021259,Thriller,en,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",Columbia Pictures,Hungary,0,13/10/2016,121,English,Released,His greatest challenge. Humanity's last hope.,9.041901,5.7,2023,5,2,1
Felicity Jones,Irrfan Khan,6,tt3062096,6.2,207932,Inferno," 75,000,000 "," 220,021,259 ",145021259,Thriller,en,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",Columbia Pictures,Hungary,0,13/10/2016,121,English,Released,His greatest challenge. Humanity's last hope.,9.041901,5.7,2023,5,2,1
Ben Affleck,Jesse Eisenberg,4,tt2975590,6.4,209112,Batman v Superman: Dawn of Justice," 250,000,000 "," 873,260,194 ",623260194,Action|Adventure|Fantasy,en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",DC Comics,United States of America,1,23/03/2016,151,English,Released,Justice or revenge,15.947814,5.7,6440,6,1,1
Ben Affleck,Henry Cavill,2,tt2975590,6.4,209112,Batman v Superman: Dawn of Justice," 250,000,000 "," 873,260,194 ",623260194,Action|Adventure|Fantasy,en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",DC Comics,United States of America,1,23/03/2016,151,English,Released,Justice or revenge,15.947814,5.7,6440,6,1,1
Ben Affleck,Amy Adams,3,tt2975590,6.4,209112,Batman v Superman: Dawn of Justice," 250,000,000 "," 873,260,194 ",623260194,Action|Adventure|Fantasy,en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",DC Comics,United States of America,1,23/03/2016,151,English,Released,Justice or revenge,15.947814,5.7,6440,6,1,1
Henry Cavill,Jesse Eisenberg,8,tt2975590,6.4,209112,Batman v Superman: Dawn of Justice," 250,000,000 "," 873,260,194 ",623260194,Action|Adventure|Fantasy,en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",DC Comics,United States of America,1,23/03/2016,151,English,Released,Justice or revenge,15.947814,5.7,6440,6,1,1
Amy Adams,Jesse Eisenberg,12,tt2975590,6.4,209112,Batman v Superman: Dawn of Justice," 250,000,000 "," 873,260,194 ",623260194,Action|Adventure|Fantasy,en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",DC Comics,United States of America,1,23/03/2016,151,English,Released,Justice or revenge,15.947814,5.7,6440,6,1,1
Amy Adams,Henry Cavill,6,tt2975590,6.4,209112,Batman v Superman: Dawn of Justice," 250,000,000 "," 873,260,194 ",623260194,Action|Adventure|Fantasy,en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",DC Comics,United States of America,1,23/03/2016,151,English,Released,Justice or revenge,15.947814,5.7,6440,6,1,1
Ewan McGregor,Gwyneth Paltrow,6,tt3045616,5.5,210860,Mortdecai," 60,000,000 "," 30,418,560 ",-29581440,Comedy|Adventure,en,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",Lionsgate,United States of America,1,21/01/2015,106,English,Released,Sophistication Has a Name.,4.305188,5.4,983,4,1,1
Johnny Depp,Gwyneth Paltrow,2,tt3045616,5.5,210860,Mortdecai," 60,000,000 "," 30,418,560 ",-29581440,Comedy|Adventure,en,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",Lionsgate,United States of America,1,21/01/2015,106,English,Released,Sophistication Has a Name.,4.305188,5.4,983,4,1,1
Johnny Depp,Ewan McGregor,3,tt3045616,5.5,210860,Mortdecai," 60,000,000 "," 30,418,560 ",-29581440,Comedy|Adventure,en,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",Lionsgate,United States of America,1,21/01/2015,106,English,Released,Sophistication Has a Name.,4.305188,5.4,983,4,1,1
Ewan McGregor,Olivia Munn,12,tt3045616,5.5,210860,Mortdecai," 60,000,000 "," 30,418,560 ",-29581440,Comedy|Adventure,en,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",Lionsgate,United States of America,1,21/01/2015,106,English,Released,Sophistication Has a Name.,4.305188,5.4,983,4,1,1
Gwyneth Paltrow,Olivia Munn,8,tt3045616,5.5,210860,Mortdecai," 60,000,000 "," 30,418,560 ",-29581440,Comedy|Adventure,en,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",Lionsgate,United States of America,1,21/01/2015,106,English,Released,Sophistication Has a Name.,4.305188,5.4,983,4,1,1
Johnny Depp,Olivia Munn,4,tt3045616,5.5,210860,Mortdecai," 60,000,000 "," 30,418,560 ",-29581440,Comedy|Adventure,en,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",Lionsgate,United States of America,1,21/01/2015,106,English,Released,Sophistication Has a Name.,4.305188,5.4,983,4,1,1
Sandra Bullock,Michael Keaton,3,tt2293640,6.4,211672,Minions," 74,000,000 "," 1,156,730,962 ",1082730962,Family|Animation|Adventure|Comedy,en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",Universal Pictures,United States of America,1,17/06/2015,91,English,Released,"Before Gru, they had a history of bad bosses",156.093026,6.4,3905,2,1,1
Michael Keaton,Pierre Coffin,12,tt2293640,6.4,211672,Minions," 74,000,000 "," 1,156,730,962 ",1082730962,Family|Animation|Adventure|Comedy,en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",Universal Pictures,United States of America,1,17/06/2015,91,English,Released,"Before Gru, they had a history of bad bosses",156.093026,6.4,3905,2,1,1
Sandra Bullock,Pierre Coffin,4,tt2293640,6.4,211672,Minions," 74,000,000 "," 1,156,730,962 ",1082730962,Family|Animation|Adventure|Comedy,en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",Universal Pictures,United States of America,1,17/06/2015,91,English,Released,"Before Gru, they had a history of bad bosses",156.093026,6.4,3905,2,1,1
Michael Keaton,Jon Hamm,6,tt2293640,6.4,211672,Minions," 74,000,000 "," 1,156,730,962 ",1082730962,Family|Animation|Adventure|Comedy,en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",Universal Pictures,United States of America,1,17/06/2015,91,English,Released,"Before Gru, they had a history of bad bosses",156.093026,6.4,3905,2,1,1
Sandra Bullock,Jon Hamm,2,tt2293640,6.4,211672,Minions," 74,000,000 "," 1,156,730,962 ",1082730962,Family|Animation|Adventure|Comedy,en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",Universal Pictures,United States of America,1,17/06/2015,91,English,Released,"Before Gru, they had a history of bad bosses",156.093026,6.4,3905,2,1,1
Jon Hamm,Pierre Coffin,8,tt2293640,6.4,211672,Minions," 74,000,000 "," 1,156,730,962 ",1082730962,Family|Animation|Adventure|Comedy,en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",Universal Pictures,United States of America,1,17/06/2015,91,English,Released,"Before Gru, they had a history of bad bosses",156.093026,6.4,3905,2,1,1
Owen Wilson,Ross Kimball,12,tt2461150,5.8,213681,Masterminds," 25,000,000 "," 29,200,000 ",4200000,Action|Comedy|Crime,en,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,Broadway Video,Puerto Rico,0,29/09/2016,94,English,Released,What Would You Do With $17 Million?,1.991579,5.6,516,4,2,2
Owen Wilson,Kristen Wiig,6,tt2461150,5.8,213681,Masterminds," 25,000,000 "," 29,200,000 ",4200000,Action|Comedy|Crime,en,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,Broadway Video,Puerto Rico,0,29/09/2016,94,English,Released,What Would You Do With $17 Million?,1.991579,5.6,516,4,2,2
Owen Wilson,Zach Galifianakis,3,tt2461150,5.8,213681,Masterminds," 25,000,000 "," 29,200,000 ",4200000,Action|Comedy|Crime,en,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,Broadway Video,Puerto Rico,0,29/09/2016,94,English,Released,What Would You Do With $17 Million?,1.991579,5.6,516,4,2,2
Kristen Wiig,Ross Kimball,8,tt2461150,5.8,213681,Masterminds," 25,000,000 "," 29,200,000 ",4200000,Action|Comedy|Crime,en,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,Broadway Video,Puerto Rico,0,29/09/2016,94,English,Released,What Would You Do With $17 Million?,1.991579,5.6,516,4,2,2
Zach Galifianakis,Ross Kimball,4,tt2461150,5.8,213681,Masterminds," 25,000,000 "," 29,200,000 ",4200000,Action|Comedy|Crime,en,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,Broadway Video,Puerto Rico,0,29/09/2016,94,English,Released,What Would You Do With $17 Million?,1.991579,5.6,516,4,2,2
Zach Galifianakis,Kristen Wiig,2,tt2461150,5.8,213681,Masterminds," 25,000,000 "," 29,200,000 ",4200000,Action|Comedy|Crime,en,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,Broadway Video,Puerto Rico,0,29/09/2016,94,English,Released,What Would You Do With $17 Million?,1.991579,5.6,516,4,2,2
Mark Wahlberg,Jessica Barth,4,tt2637276,6.3,214756,Ted 2," 68,000,000 "," 217,022,588 ",149022588,Comedy,en,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Universal Pictures,United States of America,1,25/06/2015,115,English,Released,"Ted is Coming, Again.",8.582463,6.2,2287,5,1,1
Mark Wahlberg,Amanda Seyfried,3,tt2637276,6.3,214756,Ted 2," 68,000,000 "," 217,022,588 ",149022588,Comedy,en,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Universal Pictures,United States of America,1,25/06/2015,115,English,Released,"Ted is Coming, Again.",8.582463,6.2,2287,5,1,1
Mark Wahlberg,Seth MacFarlane,2,tt2637276,6.3,214756,Ted 2," 68,000,000 "," 217,022,588 ",149022588,Comedy,en,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Universal Pictures,United States of America,1,25/06/2015,115,English,Released,"Ted is Coming, Again.",8.582463,6.2,2287,5,1,1
Amanda Seyfried,Jessica Barth,12,tt2637276,6.3,214756,Ted 2," 68,000,000 "," 217,022,588 ",149022588,Comedy,en,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Universal Pictures,United States of America,1,25/06/2015,115,English,Released,"Ted is Coming, Again.",8.582463,6.2,2287,5,1,1
Seth MacFarlane,Jessica Barth,8,tt2637276,6.3,214756,Ted 2," 68,000,000 "," 217,022,588 ",149022588,Comedy,en,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Universal Pictures,United States of America,1,25/06/2015,115,English,Released,"Ted is Coming, Again.",8.582463,6.2,2287,5,1,1
Seth MacFarlane,Amanda Seyfried,6,tt2637276,6.3,214756,Ted 2," 68,000,000 "," 217,022,588 ",149022588,Comedy,en,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Universal Pictures,United States of America,1,25/06/2015,115,English,Released,"Ted is Coming, Again.",8.582463,6.2,2287,5,1,1
Jennifer Ehle,Eloise Mumford,12,tt2322441,4.1,216015,Fifty Shades of Grey," 40,000,000 "," 571,006,128 ",531006128,Drama|Romance|Thriller,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Focus Features,United States of America,1,11/2/2015,125,English,Released,Are you curious?,7.931452,5.2,2956,3,1,1
Jennifer Ehle,Dakota Johnson,3,tt2322441,4.1,216015,Fifty Shades of Grey," 40,000,000 "," 571,006,128 ",531006128,Drama|Romance|Thriller,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Focus Features,United States of America,1,11/2/2015,125,English,Released,Are you curious?,7.931452,5.2,2956,3,1,1
Jennifer Ehle,Jamie Dornan,6,tt2322441,4.1,216015,Fifty Shades of Grey," 40,000,000 "," 571,006,128 ",531006128,Drama|Romance|Thriller,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Focus Features,United States of America,1,11/2/2015,125,English,Released,Are you curious?,7.931452,5.2,2956,3,1,1
Dakota Johnson,Eloise Mumford,4,tt2322441,4.1,216015,Fifty Shades of Grey," 40,000,000 "," 571,006,128 ",531006128,Drama|Romance|Thriller,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Focus Features,United States of America,1,11/2/2015,125,English,Released,Are you curious?,7.931452,5.2,2956,3,1,1
Dakota Johnson,Jamie Dornan,2,tt2322441,4.1,216015,Fifty Shades of Grey," 40,000,000 "," 571,006,128 ",531006128,Drama|Romance|Thriller,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Focus Features,United States of America,1,11/2/2015,125,English,Released,Are you curious?,7.931452,5.2,2956,3,1,1
Jamie Dornan,Eloise Mumford,8,tt2322441,4.1,216015,Fifty Shades of Grey," 40,000,000 "," 571,006,128 ",531006128,Drama|Romance|Thriller,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Focus Features,United States of America,1,11/2/2015,125,English,Released,Are you curious?,7.931452,5.2,2956,3,1,1
Alec Baldwin,Emma Stone,12,tt1243974,5.4,222936,Aloha," 37,000,000 "," 26,250,020 ",-10749980,Drama|Comedy|Romance,en,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,Scott Rudin Productions,United States of America,1,27/05/2015,105,English,Released,Sometimes you have to say goodbye before you can say hello.,1.612524,5.2,651,2,1,3
Alec Baldwin,Rachel McAdams,8,tt1243974,5.4,222936,Aloha," 37,000,000 "," 26,250,020 ",-10749980,Drama|Comedy|Romance,en,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,Scott Rudin Productions,United States of America,1,27/05/2015,105,English,Released,Sometimes you have to say goodbye before you can say hello.,1.612524,5.2,651,2,1,3
Alec Baldwin,Bradley Cooper,4,tt1243974,5.4,222936,Aloha," 37,000,000 "," 26,250,020 ",-10749980,Drama|Comedy|Romance,en,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,Scott Rudin Productions,United States of America,1,27/05/2015,105,English,Released,Sometimes you have to say goodbye before you can say hello.,1.612524,5.2,651,2,1,3
Rachel McAdams,Emma Stone,6,tt1243974,5.4,222936,Aloha," 37,000,000 "," 26,250,020 ",-10749980,Drama|Comedy|Romance,en,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,Scott Rudin Productions,United States of America,1,27/05/2015,105,English,Released,Sometimes you have to say goodbye before you can say hello.,1.612524,5.2,651,2,1,3
Bradley Cooper,Emma Stone,3,tt1243974,5.4,222936,Aloha," 37,000,000 "," 26,250,020 ",-10749980,Drama|Comedy|Romance,en,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,Scott Rudin Productions,United States of America,1,27/05/2015,105,English,Released,Sometimes you have to say goodbye before you can say hello.,1.612524,5.2,651,2,1,3
Bradley Cooper,Rachel McAdams,2,tt1243974,5.4,222936,Aloha," 37,000,000 "," 26,250,020 ",-10749980,Drama|Comedy|Romance,en,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,Scott Rudin Productions,United States of America,1,27/05/2015,105,English,Released,Sometimes you have to say goodbye before you can say hello.,1.612524,5.2,651,2,1,3
Seth Rogen,Jonah Hill,3,tt1700841,6.1,223702,Sausage Party," 19,000,000 "," 140,752,617 ",121752617,Adventure|Animation|Comedy|Fantasy,en,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",Columbia Pictures,Canada,0,11/7/2016,83,English,Released,Always use condiments,7.655058,5.6,1981,6,2,1
Seth Rogen,Kristen Wiig,2,tt1700841,6.1,223702,Sausage Party," 19,000,000 "," 140,752,617 ",121752617,Adventure|Animation|Comedy|Fantasy,en,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",Columbia Pictures,Canada,0,11/7/2016,83,English,Released,Always use condiments,7.655058,5.6,1981,6,2,1
Kristen Wiig,Jonah Hill,6,tt1700841,6.1,223702,Sausage Party," 19,000,000 "," 140,752,617 ",121752617,Adventure|Animation|Comedy|Fantasy,en,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",Columbia Pictures,Canada,0,11/7/2016,83,English,Released,Always use condiments,7.655058,5.6,1981,6,2,1
Alistair Abell,Jonah Hill,12,tt1700841,6.1,223702,Sausage Party," 19,000,000 "," 140,752,617 ",121752617,Adventure|Animation|Comedy|Fantasy,en,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",Columbia Pictures,Canada,0,11/7/2016,83,English,Released,Always use condiments,7.655058,5.6,1981,6,2,1
Alistair Abell,Seth Rogen,4,tt1700841,6.1,223702,Sausage Party," 19,000,000 "," 140,752,617 ",121752617,Adventure|Animation|Comedy|Fantasy,en,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",Columbia Pictures,Canada,0,11/7/2016,83,English,Released,Always use condiments,7.655058,5.6,1981,6,2,1
